Year;ISO_Code;Tariffs;Regulatory trade barriers;Black market exchange rates;Controls of the movement of capital and people;Freedom to Trade Internationally;;
2008;BLZ;6,70;7,09;10,00;2,60;6,60;;
2008;BEN;6,42;5,80;10,00;1,99;6,05;;
2008;BTN;;;;;;;
2008;BOL;8,79;5,35;10,00;4,41;7,14;;
2008;BIH;8,10;6,63;10,00;4,75;7,37;;
2008;BWA;5,55;5,81;10,00;6,92;7,07;;
2008;BRA;7,30;6,46;9,27;5,30;7,08;;
2008;BRN;;;;;;;
2008;BGR;8,10;6,16;10,00;6,47;7,68;;
2008;BFA;6,96;4,92;10,00;1,91;5,95;;
2008;BDI;4,94;2,99;10,00;1,80;4,93;;
2008;KHM;;;;;;;
2008;CMR;5,50;6,25;10,00;1,91;5,92;;
2008;CAN;6,99;7,70;10,00;6,61;7,82;;
2008;CPV;;;;;;;
2008;CAF;6,30;1,77;10,00;0,00;4,52;;
2008;TCD;6,31;1,99;10,00;1,17;4,87;;
2008;CHL;9,42;8,02;10,00;7,29;8,68;;
2008;CHN;8,15;6,44;10,00;1,60;6,55;;
2008;COL;7,36;6,14;8,53;4,55;6,64;;
2008;COD;7,46;2,54;10,00;0,38;5,10;;
2008;COG;7,36;2,10;10,00;0,00;4,87;;
2008;CRI;8,11;6,78;10,00;8,14;8,26;;
2008;CIV;6,41;5,79;10,00;3,02;6,31;;
2008;HRV;8,71;6,76;10,00;4,80;7,57;;
2008;CYP;8,03;8,28;10,00;6,49;8,20;;
2008;CZE;8,03;7,84;10,00;5,62;7,87;;
2008;DNK;8,03;8,40;10,00;7,21;8,41;;
2008;DOM;7,58;6,80;10,00;6,14;7,63;;
2008;ECU;6,78;4,76;10,00;7,01;7,14;;
2008;EGY;4,94;6,42;10,00;4,40;6,44;;
2008;SLV;8,23;7,36;10,00;6,03;7,91;;
2008;EST;8,03;8,67;10,00;7,01;8,43;;
2008;ETH;4,95;4,01;10,00;1,92;5,22;;
2008;FJI;5,13;6,65;10,00;4,48;6,57;;
2008;FIN;8,03;8,56;10,00;5,94;8,13;;
2008;FRA;8,03;7,93;10,00;6,52;8,12;;
2008;GAB;6,30;7,11;10,00;0,00;5,85;;
2008;GMB;;;;;;;
2008;GEO;8,88;7,96;10,00;7,98;8,70;;
2008;DEU;8,03;7,99;10,00;5,94;7,99;;
2008;GHA;6,92;6,78;10,00;4,18;6,97;;
2008;GRC;8,03;6,89;10,00;5,57;7,62;;
2008;GTM;8,50;6,87;10,00;7,83;8,30;;
2008;GIN;;;;;;;
2008;GNB;7,45;6,86;10,00;0,38;6,18;;
2008;GUY;6,47;6,61;10,00;5,39;7,12;;
2008;HTI;8,80;5,17;10,00;4,55;7,13;;
2008;HND;8,44;6,61;10,00;5,71;7,69;;
2008;HKG;10,00;9,27;10,00;8,98;9,56;;
2008;HUN;8,03;7,46;10,00;5,96;7,86;;
2008;ISL;6,08;6,48;10,00;4,93;6,87;;
2008;IND;6,15;6,59;10,00;2,16;6,22;;
2008;IDN;7,87;6,70;10,00;3,02;6,90;;
2008;IRN;4,22;5,70;10,00;0,00;4,98;;
2008;IRQ;;;;;;;
2008;IRL;8,03;8,32;10,00;8,34;8,67;;
2008;ISR;7,16;7,89;10,00;7,73;8,20;;
2008;ITA;8,03;6,84;10,00;6,33;7,80;;
2008;JAM;7,64;6,96;10,00;5,96;7,64;;
2008;JPN;6,27;7,01;10,00;5,54;7,21;;
2008;JOR;7,03;6,79;10,00;8,00;7,95;;
2008;KAZ;7,74;2,40;10,00;2,05;5,55;;
2008;KEN;6,87;5,55;10,00;4,70;6,78;;
2008;KOR;5,68;7,43;10,00;6,92;7,51;;
2008;KWT;8,87;6,73;10,00;4,34;7,49;;
2008;KGZ;8,62;2,54;10,00;5,94;6,77;;
2008;LAO;;;;;;;
2008;LVA;8,03;7,93;10,00;6,76;8,18;;
2008;LBN;;;;;;;
2008;LSO;4,71;4,15;10,00;4,77;5,91;;
2008;LBR;;;;;;;
2008;LBY;;;;;;;
2008;LTU;8,03;7,50;10,00;6,21;7,93;;
2008;LUX;8,03;8,79;10,00;6,42;8,31;;
2008;MKD;7,92;7,25;10,00;4,46;7,41;;
2008;MDG;6,66;6,10;10,00;2,61;6,34;;
2008;MWI;6,07;4,32;10,00;4,34;6,18;;
2008;MYS;6,11;6,67;10,00;5,71;7,12;;
2008;MLI;7,80;4,89;10,00;2,55;6,31;;
2008;MLT;8,03;7,34;10,00;7,04;8,10;;
2008;MRT;7,41;5,35;10,00;1,82;6,15;;
2008;MUS;8,06;7,47;10,00;7,70;8,31;;
2008;MEX;6,62;7,17;10,00;4,26;7,01;;
2008;MDA;8,48;6,20;10,00;3,71;7,09;;
2008;MNG;9,14;4,31;10,00;2,60;6,51;;
2008;MNE;8,10;7,45;10,00;6,87;8,10;;
2008;MAR;5,27;6,54;10,00;4,08;6,47;;
2008;MOZ;7,54;5,72;10,00;1,84;6,27;;
2008;MMR;5,35;;0,00;0,00;1,78;;
2008;NAM;5,48;6,22;10,00;3,78;6,37;;
2008;NPL;6,27;4,61;10,00;4,62;6,38;;
2008;NLD;8,03;8,31;10,00;7,72;8,52;;
2008;NZL;9,08;8,75;10,00;7,09;8,73;;
2008;NIC;8,46;5,15;10,00;7,60;7,80;;
2008;NER;6,24;1,22;10,00;0,00;4,37;;
2008;NGA;6,95;5,27;10,00;3,57;6,45;;
2008;NOR;6,09;7,12;10,00;6,27;7,37;;
2008;OMN;7,76;7,00;10,00;7,08;7,96;;
2008;PAK;6,75;6,12;9,25;2,37;6,13;;
2008;PAN;7,86;7,22;10,00;7,26;8,08;;
2008;PNG;7,04;6,17;10,00;4,79;7,00;;
2008;PRY;7,91;5,45;10,00;6,00;7,34;;
2008;PER;8,50;6,63;10,00;8,58;8,43;;
2008;PHL;7,64;6,57;10,00;2,22;6,61;;
2008;POL;8,03;6,78;10,00;5,20;7,50;;
2008;PRT;8,03;7,69;10,00;6,38;8,02;;
2008;QAT;;;;;;;
2008;ROU;8,03;7,34;10,00;6,97;8,08;;
2008;RUS;4,26;4,61;10,00;2,93;5,45;;
2008;RWA;6,60;4,79;10,00;2,31;5,93;;
2008;SAU;;;;;;;
2008;SEN;6,25;6,93;10,00;3,61;6,70;;
2008;SRB;7,94;6,92;10,00;4,83;7,42;;
2008;SYC;;;;;;;
2008;SLE;5,49;6,05;10,00;2,39;5,98;;
2008;SGP;10,00;9,24;10,00;8,30;9,39;;
2008;SVK;8,03;7,47;10,00;6,64;8,04;;
2008;SVN;8,03;7,10;10,00;6,35;7,87;;
2008;ZAF;7,04;5,84;10,00;4,84;6,93;;
2008;ESP;8,03;7,67;10,00;5,33;7,76;;
2008;LKA;6,73;6,13;10,00;4,84;6,92;;
2008;SDN;;;;;;;
2008;SUR;;;;;;;
2008;SWZ;;;;;;;
2008;SWE;8,03;8,73;10,00;5,99;8,19;;
2008;CHE;5,90;7,16;10,00;6,24;7,33;;
2008;SYR;5,58;6,42;10,00;1,31;5,83;;
2008;TWN;7,55;7,30;10,00;5,17;7,50;;
2008;TJK;;;;;;;
2008;TZA;4,92;5,98;10,00;3,40;6,08;;
2008;THA;7,23;6,92;10,00;2,82;6,74;;
2008;TLS;;;;;;;
2008;TGO;7,35;6,34;10,00;0,50;6,05;;
2008;TTO;7,71;7,00;10,00;6,18;7,72;;
2008;TUN;6,02;6,89;9,49;4,61;6,75;;
2008;TUR;6,29;7,13;10,00;6,07;7,37;;
2008;UGA;7,01;5,19;10,00;6,06;7,06;;
2008;UKR;8,20;5,13;10,00;3,01;6,58;;
2008;ARE;8,45;8,62;10,00;5,64;8,18;;
2008;GBR;8,03;8,03;10,00;8,34;8,60;;
2008;USA;8,40;7,93;10,00;5,66;8,00;;
2008;URY;7,80;6,53;10,00;7,88;8,06;;
2008;VEN;7,51;2,65;0,00;4,29;3,61;;
2008;VNM;5,56;6,08;10,00;1,99;5,91;;
2008;YEM;;;;;;;
2008;ZMB;7,08;4,06;10,00;6,80;6,98;;
2008;ZWE;3,33;2,95;10,00;2,18;4,61;;
2007;ALB;8,44;6,60;10,00;2,11;6,78;;
2007;DZA;6,92;6,42;8,97;1,96;6,07;;
2007;AGO;8,36;3,91;10,00;2,19;6,12;;
2007;ARG;6,45;5,96;10,00;4,61;6,75;;
2007;ARM;8,88;5,66;10,00;5,58;7,53;;
2007;AUS;8,64;8,22;10,00;3,31;7,54;;
2007;AUT;8,18;8,60;10,00;5,81;8,15;;
2007;AZE;7,28;3,92;10,00;4,03;6,31;;
2007;BHS;4,59;8,01;10,00;4,37;6,74;;
2007;BHR;8,60;7,78;10,00;5,23;7,90;;
2007;BGD;6,45;5,63;10,00;2,26;6,08;;
2007;BRD;5,75;5,77;10,00;5,88;6,85;;
2007;BLR;;;;;;;
2007;BEL;8,18;8,31;10,00;6,40;8,22;;
2007;BLZ;6,44;7,09;10,00;2,60;6,53;;
2007;BEN;6,20;5,47;10,00;2,27;5,99;;
2007;BTN;;;;;;;
2007;BOL;8,54;5,46;10,00;4,15;7,04;;
2007;BIH;8,12;7,08;10,00;4,77;7,49;;
2007;BWA;5,06;5,81;10,00;7,10;6,99;;
2007;BRA;7,76;6,46;9,13;5,58;7,23;;
2007;BRN;;;;;;;
2007;BGR;8,18;6,40;10,00;6,56;7,78;;
2007;BFA;6,67;4,42;10,00;2,34;5,86;;
2007;BDI;4,94;3,30;10,00;2,25;5,12;;
2007;KHM;;;;0,33;;;
2007;CMR;5,49;5,67;10,00;2,18;5,83;;
2007;CAN;6,61;7,89;10,00;6,70;7,80;;
2007;CPV;;;;;;;
2007;CAF;6,17;1,26;10,00;0,00;4,36;;
2007;TCD;6,31;2,05;10,00;1,56;4,98;;
2007;CHL;9,44;7,77;10,00;7,40;8,65;;
2007;CHN;8,15;6,40;10,00;2,23;6,69;;
2007;COL;7,30;6,55;9,07;5,06;7,00;;
2007;COD;7,62;2,19;10,00;0,38;5,05;;
2007;COG;7,36;2,10;10,00;0,00;4,87;;
2007;CRI;8,21;6,52;10,00;8,64;8,34;;
2007;CIV;6,38;5,54;10,00;3,63;6,39;;
2007;HRV;8,65;6,81;10,00;4,98;7,61;;
2007;CYP;8,18;8,44;10,00;6,64;8,32;;
2007;CZE;8,18;7,81;10,00;5,72;7,93;;
2007;DNK;8,18;8,67;10,00;7,36;8,55;;
2007;DOM;7,84;6,98;10,00;6,38;7,80;;
2007;ECU;7,14;5,26;10,00;7,01;7,35;;
2007;EGY;5,08;6,42;10,00;4,52;6,50;;
2007;SLV;8,14;7,22;10,00;6,15;7,88;;
2007;EST;8,18;8,64;10,00;7,13;8,49;;
2007;ETH;4,95;4,20;10,00;2,33;5,37;;
2007;FJI;5,27;6,65;10,00;4,48;6,60;;
2007;FIN;8,18;8,68;10,00;5,95;8,20;;
2007;FRA;8,18;8,04;10,00;6,63;8,21;;
2007;GAB;6,31;7,11;10,00;0,00;5,86;;
2007;GMB;;;;;;;
2007;GEO;8,71;7,81;10,00;8,03;8,64;;
2007;DEU;8,18;8,20;10,00;5,97;8,09;;
2007;GHA;7,00;7,33;10,00;4,64;7,24;;
2007;GRC;8,18;7,09;10,00;5,57;7,71;;
2007;GTM;8,45;6,85;10,00;7,90;8,30;;
2007;GIN;;;;;;;
2007;GNB;7,45;6,57;10,00;0,38;6,10;;
2007;GUY;6,49;6,51;10,00;5,56;7,14;;
2007;HTI;8,80;4,25;10,00;4,55;6,90;;
2007;HND;8,44;6,70;10,00;6,06;7,80;;
2007;HKG;10,00;9,39;10,00;9,02;9,60;;
2007;HUN;8,18;7,47;10,00;6,09;7,93;;
2007;ISL;6,06;6,87;10,00;5,39;7,08;;
2007;IND;5,39;6,77;10,00;2,48;6,16;;
2007;IDN;7,83;6,91;10,00;3,25;7,00;;
2007;IRN;4,16;5,55;10,00;0,00;4,93;;
2007;IRQ;;;;;;;
2007;IRL;8,18;8,42;10,00;8,80;8,85;;
2007;ISR;7,60;7,92;10,00;8,17;8,42;;
2007;ITA;8,18;6,92;10,00;6,44;7,88;;
2007;JAM;7,56;7,28;10,00;6,24;7,77;;
2007;JPN;6,68;7,12;10,00;5,56;7,34;;
2007;JOR;6,80;6,54;10,00;8,14;7,87;;
2007;KAZ;8,04;2,35;10,00;2,42;5,70;;
2007;KEN;6,84;5,33;10,00;5,05;6,81;;
2007;KOR;5,65;7,90;10,00;7,33;7,72;;
2007;KWT;9,30;6,70;10,00;4,01;7,50;;
2007;KGZ;8,44;2,36;10,00;6,05;6,71;;
2007;LAO;;;;;;;
2007;LVA;8,18;7,94;10,00;6,92;8,26;;
2007;LBN;;;;;;;
2007;LSO;4,70;3,91;10,00;4,96;5,89;;
2007;LBR;;;;;;;
2007;LBY;;;;;;;
2007;LTU;8,18;7,53;10,00;6,29;8,00;;
2007;LUX;8,18;8,70;10,00;6,62;8,37;;
2007;MKD;8,01;6,91;10,00;4,67;7,40;;
2007;MDG;6,83;5,93;10,00;3,03;6,45;;
2007;MWI;3,97;4,28;10,00;4,85;5,77;;
2007;MYS;6,76;6,91;10,00;5,99;7,42;;
2007;MLI;7,39;4,45;10,00;3,08;6,23;;
2007;MLT;8,18;7,67;10,00;7,46;8,33;;
2007;MRT;7,41;5,10;10,00;2,02;6,13;;
2007;MUS;8,12;7,51;10,00;7,83;8,37;;
2007;MEX;6,63;7,09;10,00;4,42;7,03;;
2007;MDA;8,52;6,20;10,00;3,71;7,11;;
2007;MNG;9,19;3,72;10,00;2,62;6,38;;
2007;MNE;8,06;7,18;10,00;6,91;8,04;;
2007;MAR;4,82;6,57;8,97;4,61;6,25;;
2007;MOZ;7,51;5,55;10,00;2,41;6,37;;
2007;MMR;5,35;;0,00;0,00;1,78;;
2007;NAM;4,97;6,34;10,00;4,12;6,36;;
2007;NPL;6,70;4,42;10,00;4,99;6,53;;
2007;NLD;8,18;8,48;10,00;7,90;8,64;;
2007;NZL;8,84;8,75;10,00;6,99;8,64;;
2007;NIC;8,42;5,40;10,00;7,79;7,90;;
2007;NER;6,24;1,22;10,00;0,00;4,37;;
2007;NGA;7,00;5,54;10,00;4,16;6,68;;
2007;NOR;6,10;7,27;10,00;6,32;7,42;;
2007;OMN;8,03;6,53;10,00;6,98;7,88;;
2007;PAK;6,68;6,08;9,21;2,95;6,23;;
2007;PAN;8,00;7,24;10,00;7,53;8,19;;
2007;PNG;6,37;6,17;10,00;4,79;6,83;;
2007;PRY;7,91;5,34;10,00;5,79;7,26;;
2007;PER;8,31;6,40;10,00;8,67;8,35;;
2007;PHL;7,84;6,62;10,00;2,34;6,70;;
2007;POL;8,18;6,65;10,00;5,02;7,46;;
2007;PRT;8,18;7,68;10,00;6,62;8,12;;
2007;QAT;;;;;;;
2007;ROU;8,18;7,26;10,00;7,10;8,13;;
2007;RUS;4,50;4,93;10,00;2,94;5,59;;
2007;RWA;6,15;4,02;10,00;2,31;5,62;;
2007;SAU;;;;;;;
2007;SEN;6,25;6,49;10,00;4,15;6,72;;
2007;SRB;7,88;6,85;10,00;5,00;7,43;;
2007;SYC;;;;;;;
2007;SLE;5,70;5,61;10,00;2,39;5,93;;
2007;SGP;10,00;9,23;10,00;8,48;9,43;;
2007;SVK;8,18;7,58;10,00;6,90;8,16;;
2007;SVN;8,27;7,12;10,00;6,30;7,92;;
2007;ZAF;6,91;6,04;10,00;5,25;7,05;;
2007;ESP;8,18;7,63;10,00;5,48;7,82;;
2007;LKA;7,10;6,28;10,00;5,30;7,17;;
2007;SDN;;;;;;;
2007;SUR;;;;;;;
2007;SWZ;;;;;;;
2007;SWE;8,18;8,85;10,00;6,04;8,27;;
2007;CHE;6,12;7,23;10,00;6,15;7,38;;
2007;SYR;5,51;6,30;8,69;1,63;5,53;;
2007;TWN;7,39;7,30;10,00;5,68;7,59;;
2007;TJK;;;;;;;
2007;TZA;4,93;5,98;10,00;3,88;6,20;;
2007;THA;7,41;6,72;10,00;3,15;6,82;;
2007;TLS;;;;;;;
2007;TGO;7,43;6,34;10,00;0,50;6,07;;
2007;TTO;7,68;6,89;10,00;6,44;7,75;;
2007;TUN;4,51;6,78;9,23;5,12;6,41;;
2007;TUR;6,19;7,29;10,00;6,34;7,45;;
2007;UGA;6,90;4,84;10,00;6,49;7,06;;
2007;UKR;6,76;5,15;10,00;3,28;6,30;;
2007;ARE;8,59;8,45;10,00;5,41;8,11;;
2007;GBR;8,18;8,07;10,00;8,50;8,69;;
2007;USA;8,37;8,21;10,00;5,89;8,11;;
2007;URY;7,68;6,63;10,00;7,66;7,99;;
2007;VEN;7,56;2,76;0,00;4,47;3,70;;
2007;VNM;5,56;5,90;10,00;2,38;5,96;;
2007;YEM;;;;;;;
2007;ZMB;7,21;4,20;10,00;7,00;7,10;;
2007;ZWE;3,70;2,56;0,00;1,99;2,06;;
2006;ALB;8,42;6,21;10,00;2,32;6,74;;
2006;DZA;6,92;6,42;7,96;3,14;6,11;;
2006;AGO;8,39;4,02;10,00;2,22;6,16;;
2006;ARG;6,38;5,63;10,00;4,65;6,66;;
2006;ARM;7,69;5,75;10,00;5,66;7,28;;
2006;AUS;8,55;8,13;10,00;3,34;7,50;;
2006;AUT;8,22;8,57;10,00;5,86;8,16;;
2006;AZE;6,99;3,73;10,00;3,03;5,94;;
2006;BHS;4,02;8,01;10,00;4,37;6,60;;
2006;BHR;8,61;7,94;10,00;4,97;7,88;;
2006;BGD;6,19;5,57;10,00;2,65;6,10;;
2006;BRD;5,63;5,54;10,00;5,82;6,75;;
2006;BLR;;;;;;;
2006;BEL;8,22;8,26;10,00;6,68;8,29;;
2006;BLZ;5,46;7,09;10,00;2,98;6,38;;
2006;BEN;6,08;5,21;10,00;2,25;5,89;;
2006;BTN;;;;;;;
2006;BOL;8,79;5,10;10,00;5,27;7,29;;
2006;BIH;7,96;7,00;10,00;4,78;7,44;;
2006;BWA;4,79;5,52;10,00;6,85;6,79;;
2006;BRA;7,77;6,18;9,81;5,78;7,38;;
2006;BRN;;;;;;;
2006;BGR;7,78;6,25;10,00;6,44;7,62;;
2006;BFA;6,92;4,68;10,00;2,57;6,04;;
2006;BDI;4,94;3,13;7,37;2,01;4,36;;
2006;KHM;;;;;;;
2006;CMR;5,52;5,51;10,00;2,64;5,92;;
2006;CAN;6,58;7,78;10,00;6,69;7,76;;
2006;CPV;;;;;;;
2006;CAF;6,20;1,26;10,00;1,15;4,66;;
2006;TCD;6,36;1,76;10,00;2,14;5,07;;
2006;CHL;9,42;7,47;10,00;7,40;8,57;;
2006;CHN;8,14;6,21;10,00;2,21;6,64;;
2006;COL;7,02;5,94;8,88;5,13;6,75;;
2006;COD;7,21;2,19;10,00;0,00;4,85;;
2006;COG;7,34;2,10;10,00;1,15;5,15;;
2006;CRI;8,15;6,32;10,00;8,55;8,25;;
2006;CIV;6,47;5,55;10,00;1,55;5,89;;
2006;HRV;8,66;6,79;10,00;4,77;7,56;;
2006;CYP;8,22;7,22;10,00;6,49;7,98;;
2006;CZE;8,22;7,70;10,00;5,78;7,92;;
2006;DNK;8,22;8,52;10,00;7,31;8,51;;
2006;DOM;7,62;6,62;10,00;6,42;7,66;;
2006;ECU;7,14;4,83;10,00;7,31;7,32;;
2006;EGY;4,82;6,18;10,00;4,48;6,37;;
2006;SLV;8,33;6,66;10,00;6,13;7,78;;
2006;EST;8,22;8,54;10,00;7,14;8,47;;
2006;ETH;5,16;4,34;10,00;1,87;5,34;;
2006;FJI;5,23;6,65;10,00;4,48;6,59;;
2006;FIN;8,22;8,73;10,00;5,91;8,22;;
2006;FRA;8,22;7,91;10,00;6,61;8,18;;
2006;GAB;6,36;7,20;10,00;0,00;5,89;;
2006;GMB;;;;;;;
2006;GEO;8,55;7,20;10,00;7,46;8,30;;
2006;DEU;8,22;8,47;10,00;6,18;8,22;;
2006;GHA;5,46;6,76;10,00;3,08;6,33;;
2006;GRC;8,22;7,16;10,00;5,65;7,76;;
2006;GTM;8,41;6,75;10,00;7,88;8,26;;
2006;GIN;;;;;;;
2006;GNB;7,43;6,57;10,00;0,38;6,10;;
2006;GUY;6,49;6,36;10,00;5,31;7,04;;
2006;HTI;8,81;3,42;10,00;4,62;6,71;;
2006;HND;8,60;6,37;10,00;5,90;7,72;;
2006;HKG;10,00;9,12;10,00;8,92;9,51;;
2006;HUN;8,22;7,59;10,00;6,35;8,04;;
2006;ISL;6,05;7,08;10,00;5,49;7,15;;
2006;IND;5,46;6,84;10,00;2,49;6,20;;
2006;IDN;8,10;6,89;10,00;3,68;7,17;;
2006;IRN;7,43;5,55;10,00;0,77;5,94;;
2006;IRQ;;;;;;;
2006;IRL;8,22;8,36;10,00;8,54;8,78;;
2006;ISR;7,61;7,85;10,00;8,02;8,37;;
2006;ITA;8,22;7,02;10,00;6,56;7,95;;
2006;JAM;7,58;6,87;10,00;6,86;7,83;;
2006;JPN;6,16;7,32;10,00;5,65;7,28;;
2006;JOR;6,66;6,58;10,00;8,13;7,84;;
2006;KAZ;9,38;2,40;10,00;2,54;6,08;;
2006;KEN;6,95;4,96;10,00;4,97;6,72;;
2006;KOR;5,65;7,82;10,00;6,73;7,55;;
2006;KWT;8,84;7,14;10,00;3,90;7,47;;
2006;KGZ;8,47;2,24;10,00;5,37;6,52;;
2006;LAO;;;;;;;
2006;LVA;8,22;7,53;10,00;6,59;8,08;;
2006;LBN;;;;;;;
2006;LSO;4,71;4,06;10,00;4,81;5,89;;
2006;LBR;;;;;;;
2006;LBY;;;;;;;
2006;LTU;8,22;7,40;10,00;6,27;7,97;;
2006;LUX;8,22;8,62;10,00;6,50;8,34;;
2006;MKD;7,56;6,62;10,00;4,58;7,19;;
2006;MDG;6,77;5,04;10,00;3,13;6,23;;
2006;MWI;3,97;3,92;10,00;4,92;5,70;;
2006;MYS;6,61;7,06;10,00;6,10;7,44;;
2006;MLI;7,62;3,60;10,00;3,27;6,12;;
2006;MLT;8,22;7,52;10,00;7,35;8,27;;
2006;MRT;7,50;4,42;10,00;2,43;6,09;;
2006;MUS;7,94;7,33;10,00;7,60;8,22;;
2006;MEX;7,23;7,03;10,00;4,41;7,17;;
2006;MDA;8,55;5,63;10,00;3,52;6,92;;
2006;MNG;9,15;4,88;10,00;2,86;6,72;;
2006;MNE;8,08;6,90;10,00;6,57;7,89;;
2006;MAR;4,51;6,44;9,16;4,93;6,26;;
2006;MOZ;6,85;5,10;10,00;2,48;6,11;;
2006;MMR;5,35;;0,00;1,92;2,42;;
2006;NAM;4,52;5,88;10,00;3,72;6,03;;
2006;NPL;6,37;4,43;10,00;5,77;6,64;;
2006;NLD;8,22;8,34;10,00;7,90;8,62;;
2006;NZL;9,00;8,75;10,00;6,93;8,67;;
2006;NIC;8,42;4,61;10,00;8,06;7,77;;
2006;NER;5,91;1,22;10,00;0,00;4,28;;
2006;NGA;7,00;4,93;7,41;4,50;5,96;;
2006;NOR;6,07;7,31;10,00;6,41;7,45;;
2006;OMN;7,58;6,04;10,00;6,87;7,62;;
2006;PAK;6,53;6,13;9,05;2,98;6,17;;
2006;PAN;7,95;7,09;10,00;7,67;8,18;;
2006;PNG;6,19;6,17;10,00;0,94;5,83;;
2006;PRY;7,86;5,24;10,00;6,24;7,33;;
2006;PER;8,16;5,90;10,00;8,52;8,14;;
2006;PHL;7,90;6,78;10,00;2,35;6,76;;
2006;POL;8,22;6,39;10,00;4,65;7,31;;
2006;PRT;8,22;7,80;10,00;6,72;8,19;;
2006;QAT;;;;;;;
2006;ROU;7,13;7,03;10,00;6,36;7,63;;
2006;RUS;4,57;4,84;10,00;3,04;5,61;;
2006;RWA;6,15;1,92;10,00;2,31;5,09;;
2006;SAU;;;;;;;
2006;SEN;6,23;5,80;10,00;4,09;6,53;;
2006;SRB;7,75;6,86;10,00;3,82;7,11;;
2006;SYC;;;;;;;
2006;SLE;5,98;5,44;10,00;2,08;5,88;;
2006;SGP;10,00;9,12;10,00;8,43;9,39;;
2006;SVK;8,22;7,45;10,00;6,77;8,11;;
2006;SVN;8,30;7,16;10,00;6,02;7,87;;
2006;ZAF;6,87;6,10;10,00;5,20;7,04;;
2006;ESP;8,22;7,70;10,00;5,60;7,88;;
2006;LKA;6,77;6,38;10,00;5,22;7,09;;
2006;SDN;;;;;;;
2006;SUR;;;;;;;
2006;SWZ;;;;;;;
2006;SWE;8,22;8,86;10,00;6,00;8,27;;
2006;CHE;6,11;7,22;10,00;6,19;7,38;;
2006;SYR;5,44;5,79;9,50;2,09;5,71;;
2006;TWN;7,42;7,45;10,00;5,76;7,66;;
2006;TJK;;;;;;;
2006;TZA;4,95;5,83;10,00;3,92;6,17;;
2006;THA;6,92;6,62;10,00;3,07;6,65;;
2006;TLS;;;;;;;
2006;TGO;7,59;6,34;10,00;0,50;6,11;;
2006;TTO;7,81;6,75;10,00;6,69;7,81;;
2006;TUN;4,50;6,79;9,20;5,01;6,37;;
2006;TUR;6,36;7,35;10,00;6,25;7,49;;
2006;UGA;6,83;4,58;10,00;6,31;6,93;;
2006;UKR;6,76;4,74;10,00;3,21;6,18;;
2006;ARE;8,85;8,26;10,00;5,47;8,15;;
2006;GBR;8,22;8,13;10,00;8,65;8,75;;
2006;USA;8,37;8,11;10,00;5,84;8,08;;
2006;URY;7,68;6,30;10,00;7,49;7,87;;
2006;VEN;7,63;3,53;6,43;4,86;5,61;;
2006;VNM;5,56;5,74;10,00;2,47;5,94;;
2006;YEM;;;;;;;
2006;ZMB;7,11;3,78;10,00;7,00;6,97;;
2006;ZWE;3,92;3,03;0,00;2,24;2,30;;
2005;ALB;8,24;4,89;10,00;2,19;6,33;;
2005;DZA;6,95;6,35;7,93;2,69;5,98;;
2005;AGO;8,39;4,02;10,00;2,46;6,22;;
2005;ARG;6,49;5,69;10,00;3,49;6,42;;
2005;ARM;7,71;5,16;10,00;5,44;7,08;;
2005;AUS;8,43;8,18;10,00;3,32;7,48;;
2005;AUT;8,39;8,39;10,00;5,80;8,15;;
2005;AZE;6,91;3,51;10,00;3,25;5,92;;
2005;BHS;4,26;;10,00;4,77;6,34;;
2005;BHR;8,37;7,59;10,00;4,63;7,65;;
2005;BGD;5,76;4,54;10,00;2,76;5,77;;
2005;BRD;5,63;5,21;10,00;5,81;6,66;;
2005;BLR;;;;;;;
2005;BEL;8,39;8,07;10,00;6,63;8,27;;
2005;BLZ;6,32;7,09;10,00;2,98;6,60;;
2005;BEN;6,37;5,31;10,00;1,99;5,92;;
2005;BTN;;;;;;;
2005;BOL;8,84;4,90;10,00;5,38;7,28;;
2005;BIH;5,93;6,22;10,00;4,80;6,74;;
2005;BWA;6,27;5,52;10,00;6,81;7,15;;
2005;BRA;7,20;6,14;9,04;6,21;7,15;;
2005;BRN;;;;;;;
2005;BGR;7,75;5,72;10,00;5,41;7,22;;
2005;BFA;7,05;5,03;10,00;2,72;6,20;;
2005;BDI;4,48;2,96;4,88;2,62;3,73;;
2005;KHM;;;;;;;
2005;CMR;5,50;5,52;10,00;2,41;5,86;;
2005;CAN;6,65;7,76;10,00;6,67;7,77;;
2005;CPV;;;;;;;
2005;CAF;6,21;1,26;10,00;0,00;4,37;;
2005;TCD;6,44;1,82;10,00;1,57;4,96;;
2005;CHL;9,48;7,39;10,00;6,93;8,45;;
2005;CHN;7,96;6,02;10,00;2,56;6,64;;
2005;COL;7,72;4,98;8,07;5,16;6,48;;
2005;COD;7,40;2,19;10,00;0,00;4,90;;
2005;COG;7,21;2,10;10,00;0,00;4,83;;
2005;CRI;8,08;4,84;10,00;8,61;7,88;;
2005;CIV;6,51;5,55;10,00;1,53;5,90;;
2005;HRV;8,82;6,43;10,00;4,77;7,50;;
2005;CYP;8,39;7,10;10,00;6,67;8,04;;
2005;CZE;8,39;7,48;10,00;6,22;8,02;;
2005;DNK;8,39;8,39;10,00;7,36;8,54;;
2005;DOM;7,03;6,04;10,00;5,95;7,26;;
